CustomerID,FullName,Gender,Age,City,State,Membership,JoinDate,PreferredCategory,PreferredFabric,PreferredPriceRange,LoyaltyPoints,CustomerTenureDays
C00497,Aishwarya Mohan,Female,52,Salem,Tamil Nadu,Platinum,2025-05-25,Home & Lifestyle,Polyester,Premium,10880,421
C00498,Meena Devi,Female,25,Coimbatore,Tamil Nadu,Silver,2024-12-10,Kids,Polyester,Standard,2281,587
C00499,Saravanan Devi,Male,32,Chennai,Tamil Nadu,Bronze,2025-01-05,Men,Handloom,Standard,666,561
C00500,Ajith Krishnan,Male,34,Vellore,Tamil Nadu,Silver,2025-04-06,Accessories,Cotton,Standard,1513,470
C00501,Harini Devi,Female,46,Thanjavur,Tamil Nadu,Gold,2024-11-30,Accessories,Handloom,Standard,4627,597
C00502,Priya Selvi,Female,56,Villupuram,Tamil Nadu,Silver,2024-08-02,Women,Polyester,Standard,1786,717
C00503,Dinesh Vel,Male,53,Tiruppur,Tamil Nadu,Bronze,2025-10-28,Accessories,Linen,Luxury,7,265
C00504,Vijay Iyer,Male,53,Hosur,Tamil Nadu,Gold,2024-11-25,Men,Handloom,Standard,5067,602
C00505,Swathi Iyer,Female,47,Vellore,Tamil Nadu,Silver,2023-05-22,Kids,Polyester,Luxury,1663,1155
C00506,Manoj Iyer,Male,63,Karur,Tamil Nadu,Gold,2025-11-06,Men,Linen,Budget,3446,256
C00507,Priya Babu,Female,48,Kanchipuram,Tamil Nadu,Bronze,2025-06-20,Accessories,Cotton,Budget,171,395
C00508,Rahul Krishnan,Male,30,Karur,Tamil Nadu,Gold,2024-02-22,Men,Cotton,Standard,3189,879
C00509,Manoj Prasad,Male,37,Hosur,Tamil Nadu,Bronze,2024-04-06,Men,Polyester,Premium,290,835
C00510,Manoj Raman,Male,41,Erode,Tamil Nadu,Silver,2023-02-16,Men,Handloom,Standard,1975,1250
C00511,Saravanan Raman,Male,42,Villupuram,Tamil Nadu,Bronze,2023-01-09,Men,Linen,Standard,724,1288
C00512,Sowmya Babu,Female,38,Erode,Tamil Nadu,Bronze,2023-06-08,Home & Lifestyle,Polyester,Standard,312,1138
C00513,Vijay Babu,Male,30,Kanchipuram,Tamil Nadu,Bronze,2025-07-02,Men,Handloom,Budget,388,383
C00514,Manoj Shankar,Male,53,Kallakurichi,Tamil Nadu,Bronze,2024-04-28,Accessories,Cotton,Standard,754,813
C00515,Ajith Reddy,Male,65,Karur,Tamil Nadu,Gold,2025-12-17,Men,Polyester,Standard,4746,215
C00516,Suresh Krishnan,Male,34,Karur,Tamil Nadu,Bronze,2024-06-11,Men,Silk,Budget,4,769
C00517,Kishore Vel,Male,41,Salem,Tamil Nadu,Silver,2025-01-10,Men,Silk,Standard,2319,556
C00518,Rahul Reddy,Male,41,Thanjavur,Tamil Nadu,Bronze,2025-01-16,Men,Cotton,Standard,131,550
C00519,Meena Nathan,Female,63,Tirunelveli,Tamil Nadu,Bronze,2024-06-25,Women,Handloom,Standard,888,755
C00520,Nithya Mohan,Female,45,Erode,Tamil Nadu,Silver,2023-11-09,Women,Linen,Budget,1615,984
C00521,Swathi Babu,Female,36,Karur,Tamil Nadu,Platinum,2024-06-04,Women,Silk,Premium,13950,776
C00522,Pavithra Prasad,Female,39,Trichy,Tamil Nadu,Bronze,2025-06-13,Women,Linen,Standard,128,402
C00523,Harini Krishnan,Female,33,Hosur,Tamil Nadu,Bronze,2024-08-15,Women,Cotton,Budget,795,704
C00524,Rahul Vel,Male,64,Trichy,Tamil Nadu,Bronze,2025-10-06,Accessories,Polyester,Budget,86,287
C00525,Revathi Reddy,Female,37,Tirunelveli,Tamil Nadu,Bronze,2025-08-30,Women,Linen,Budget,87,324
C00526,Deepika Devi,Female,27,Karur,Tamil Nadu,Bronze,2023-12-05,Women,Linen,Budget,147,958
C00527,Divya Nathan,Female,32,Kallakurichi,Tamil Nadu,Gold,2023-06-06,Women,Handloom,Budget,4383,1140
C00528,Kishore Raman,Male,49,Madurai,Tamil Nadu,Bronze,2024-08-12,Men,Cotton,Standard,899,707
C00529,Keerthana Babu,Female,25,Tirunelveli,Tamil Nadu,Silver,2024-05-29,Women,Linen,Standard,2839,782
C00530,Saravanan Babu,Male,21,Madurai,Tamil Nadu,Platinum,2024-09-16,Men,Silk,Premium,13968,672
C00531,Meena Kumar,Female,48,Thanjavur,Tamil Nadu,Silver,2025-02-24,Women,Linen,Standard,2798,511
C00532,Rahul Krishnan,Male,45,Hosur,Tamil Nadu,Platinum,2025-02-27,Home & Lifestyle,Cotton,Budget,11445,508
C00533,Pavithra Vel,Female,25,Erode,Tamil Nadu,Silver,2025-07-15,Women,Cotton,Premium,1408,370
C00534,Hari Vel,Male,27,Trichy,Tamil Nadu,Bronze,2025-01-01,Men,Polyester,Premium,986,565
C00535,Ajith Reddy,Male,34,Tiruppur,Tamil Nadu,Silver,2024-11-17,Home & Lifestyle,Handloom,Premium,1776,610
C00536,Arun Mohan,Male,20,Villupuram,Tamil Nadu,Silver,2023-10-02,Men,Cotton,Premium,1674,1022
C00537,Arun Iyer,Male,48,Hosur,Tamil Nadu,Silver,2024-11-20,Men,Linen,Standard,1274,607
C00538,Swathi Prasad,Female,56,Kallakurichi,Tamil Nadu,Bronze,2024-03-02,Kids,Silk,Premium,577,870
C00539,Manoj Vel,Male,60,Hosur,Tamil Nadu,Bronze,2023-04-05,Men,Cotton,Standard,796,1202
C00540,Saravanan Shankar,Male,31,Karur,Tamil Nadu,Bronze,2025-09-10,Home & Lifestyle,Handloom,Budget,616,313
C00541,Dinesh Krishnan,Male,33,Vellore,Tamil Nadu,Bronze,2025-07-14,Men,Polyester,Standard,75,371
C00542,Sowmya Nathan,Female,56,Coimbatore,Tamil Nadu,Bronze,2024-05-29,Women,Polyester,Standard,80,782
C00543,Harini Reddy,Female,38,Salem,Tamil Nadu,Silver,2025-09-09,Women,Silk,Budget,2479,314
C00544,Keerthana Kumar,Female,30,Madurai,Tamil Nadu,Bronze,2025-08-18,Accessories,Cotton,Budget,347,336
C00545,Saravanan Raj,Male,65,Coimbatore,Tamil Nadu,Gold,2025-11-05,Men,Polyester,Budget,4897,257
C00546,Dinesh Iyer,Male,46,Tiruppur,Tamil Nadu,Bronze,2023-10-29,Men,Cotton,Budget,295,995
C00547,Praveen Shankar,Male,31,Vellore,Tamil Nadu,Silver,2024-10-11,Accessories,Handloom,Standard,1114,647
C00548,Deepika Raj,Female,21,Tirunelveli,Tamil Nadu,Bronze,2024-03-31,Women,Handloom,Premium,971,841
C00549,Aishwarya Vel,Female,49,Chennai,Tamil Nadu,Silver,2025-01-05,Women,Cotton,Premium,1960,561
C00550,Deepika Prasad,Female,26,Coimbatore,Tamil Nadu,Bronze,2023-10-01,Home & Lifestyle,Cotton,Standard,925,1023
C00551,Lakshmi Nathan,Female,54,Villupuram,Tamil Nadu,Bronze,2025-03-30,Women,Handloom,Standard,247,477
C00552,Keerthana Nathan,Female,33,Tirunelveli,Tamil Nadu,Bronze,2023-01-23,Women,Linen,Budget,330,1274
C00553,Arun Babu,Male,39,Chennai,Tamil Nadu,Bronze,2023-05-16,Home & Lifestyle,Handloom,Budget,353,1161
C00554,Aishwarya Murugan,Female,51,Chennai,Tamil Nadu,Silver,2025-10-05,Kids,Silk,Premium,1015,288
C00555,Aishwarya Prasad,Female,58,Salem,Tamil Nadu,Bronze,2023-10-19,Women,Polyester,Budget,572,1005
C00556,Kishore Raj,Male,50,Tirunelveli,Tamil Nadu,Gold,2024-09-08,Men,Handloom,Budget,3090,680
C00557,Sowmya Raj,Female,61,Erode,Tamil Nadu,Bronze,2023-11-07,Women,Handloom,Budget,336,986
C00558,Swathi Nathan,Female,45,Chennai,Tamil Nadu,Bronze,2023-08-14,Women,Linen,Budget,583,1071
C00559,Naveen Devi,Male,22,Karur,Tamil Nadu,Bronze,2023-07-05,Men,Handloom,Budget,660,1111
C00560,Priya Mohan,Female,41,Hosur,Tamil Nadu,Bronze,2024-01-10,Women,Polyester,Standard,88,922
C00561,Deepika Raman,Female,43,Madurai,Tamil Nadu,Gold,2025-04-19,Kids,Silk,Budget,5825,457
C00562,Deepika Nathan,Female,34,Erode,Tamil Nadu,Silver,2024-07-08,Accessories,Polyester,Standard,1649,742
C00563,Meena Nathan,Female,20,Hosur,Tamil Nadu,Silver,2023-10-01,Women,Handloom,Standard,2501,1023
C00564,Suresh Murugan,Male,28,Tirunelveli,Tamil Nadu,Bronze,2023-09-08,Men,Handloom,Standard,756,1046
C00565,Manoj Mohan,Male,62,Villupuram,Tamil Nadu,Silver,2023-09-17,Accessories,Silk,Standard,2815,1037
C00566,Meena Vel,Female,42,Kallakurichi,Tamil Nadu,Gold,2024-07-04,Women,Cotton,Standard,6516,746
C00567,Revathi Raj,Female,37,Vellore,Tamil Nadu,Bronze,2023-07-09,Home & Lifestyle,Silk,Luxury,470,1107
C00568,Deepika Vel,Female,61,Hosur,Tamil Nadu,Gold,2025-04-28,Women,Linen,Budget,5605,448
C00569,Vijay Prasad,Male,64,Vellore,Tamil Nadu,Silver,2024-02-01,Men,Silk,Standard,1089,900
C00570,Vijay Krishnan,Male,50,Kanchipuram,Tamil Nadu,Silver,2023-05-25,Men,Silk,Standard,2613,1152
C00571,Rahul Raman,Male,61,Hosur,Tamil Nadu,Bronze,2023-05-31,Men,Cotton,Premium,907,1146
C00572,Dinesh Murugan,Male,52,Tirunelveli,Tamil Nadu,Bronze,2025-10-12,Men,Linen,Budget,787,281
C00573,Keerthana Babu,Female,22,Chennai,Tamil Nadu,Bronze,2025-07-03,Kids,Polyester,Standard,798,382
C00574,Divya Raj,Female,53,Madurai,Tamil Nadu,Bronze,2024-01-15,Kids,Polyester,Budget,109,917
C00575,Ajith Reddy,Male,18,Coimbatore,Tamil Nadu,Gold,2024-04-09,Men,Cotton,Standard,6279,832
C00576,Keerthana Reddy,Female,26,Tirunelveli,Tamil Nadu,Bronze,2023-08-30,Women,Handloom,Standard,547,1055
C00577,Nithya Murugan,Female,61,Salem,Tamil Nadu,Bronze,2024-02-18,Women,Cotton,Premium,325,883
C00578,Revathi Vel,Female,54,Tiruppur,Tamil Nadu,Bronze,2025-06-20,Women,Cotton,Standard,785,395
C00579,Ajith Iyer,Male,42,Hosur,Tamil Nadu,Silver,2024-03-01,Accessories,Handloom,Premium,2464,871
C00580,Manoj Reddy,Male,59,Tiruppur,Tamil Nadu,Bronze,2025-10-11,Home & Lifestyle,Linen,Standard,863,282
C00581,Karthik Mohan,Male,63,Trichy,Tamil Nadu,Gold,2024-03-24,Men,Linen,Standard,6612,848
C00582,Naveen Nathan,Male,27,Madurai,Tamil Nadu,Bronze,2025-11-01,Men,Silk,Standard,457,261
C00583,Praveen Reddy,Male,36,Kallakurichi,Tamil Nadu,Gold,2023-12-23,Men,Silk,Standard,6883,940
C00584,Deepika Shankar,Female,56,Trichy,Tamil Nadu,Gold,2024-05-09,Home & Lifestyle,Cotton,Standard,3057,802
C00585,Pavithra Vel,Female,41,Madurai,Tamil Nadu,Gold,2023-02-28,Kids,Cotton,Budget,5668,1238
C00586,Praveen Krishnan,Male,36,Villupuram,Tamil Nadu,Platinum,2024-10-24,Men,Handloom,Premium,11539,634
C00587,Priya Nathan,Female,41,Tiruppur,Tamil Nadu,Bronze,2024-11-04,Kids,Linen,Standard,691,623
C00588,Sowmya Devi,Female,25,Thanjavur,Tamil Nadu,Silver,2023-03-02,Kids,Silk,Luxury,1540,1236
C00589,Keerthana Raman,Female,24,Thanjavur,Tamil Nadu,Gold,2023-07-02,Women,Cotton,Standard,3218,1114
C00590,Meena Shankar,Female,65,Kanchipuram,Tamil Nadu,Platinum,2024-12-11,Accessories,Handloom,Luxury,11047,586
C00591,Naveen Nathan,Male,19,Chennai,Tamil Nadu,Bronze,2025-04-02,Accessories,Polyester,Budget,323,474
C00592,Anitha Devi,Female,44,Villupuram,Tamil Nadu,Bronze,2024-08-27,Women,Polyester,Budget,282,692
C00593,Sowmya Iyer,Female,24,Madurai,Tamil Nadu,Gold,2023-10-25,Kids,Polyester,Standard,5826,999
C00594,Naveen Krishnan,Male,28,Tiruppur,Tamil Nadu,Silver,2023-10-29,Accessories,Handloom,Standard,1276,995
C00595,Karthik Raman,Male,27,Kanchipuram,Tamil Nadu,Silver,2023-01-24,Men,Handloom,Standard,1752,1273
C00596,Saravanan Murugan,Male,18,Kallakurichi,Tamil Nadu,Gold,2024-02-19,Home & Lifestyle,Polyester,Standard,3580,882
C00597,Nithya Mohan,Female,62,Thanjavur,Tamil Nadu,Bronze,2023-03-20,Kids,Polyester,Budget,908,1218
C00598,Divya Reddy,Female,22,Kanchipuram,Tamil Nadu,Silver,2024-05-17,Kids,Cotton,Standard,1022,794
C00599,Suresh Devi,Male,62,Kanchipuram,Tamil Nadu,Bronze,2025-03-10,Men,Linen,Standard,916,497
C00600,Gokul Selvi,Male,21,Kanchipuram,Tamil Nadu,Silver,2024-11-28,Men,Silk,Premium,2406,599
C00601,Vijay Nathan,Male,61,Kallakurichi,Tamil Nadu,Bronze,2025-04-26,Accessories,Polyester,Premium,211,450
C00602,Nithya Vel,Female,44,Tiruppur,Tamil Nadu,Bronze,2023-09-03,Accessories,Linen,Standard,991,1051
C00603,Kishore Nathan,Male,60,Kallakurichi,Tamil Nadu,Silver,2025-01-29,Men,Silk,Budget,2893,537
C00604,Suresh Raman,Male,32,Kanchipuram,Tamil Nadu,Bronze,2025-11-04,Accessories,Silk,Standard,345,258
C00605,Revathi Iyer,Female,36,Hosur,Tamil Nadu,Bronze,2024-02-26,Women,Cotton,Budget,56,875
C00606,Arun Kumar,Male,28,Thanjavur,Tamil Nadu,Bronze,2024-07-27,Home & Lifestyle,Cotton,Budget,59,723
C00607,Rahul Kumar,Male,37,Villupuram,Tamil Nadu,Bronze,2025-01-14,Men,Handloom,Budget,805,552
C00608,Anitha Selvi,Female,57,Trichy,Tamil Nadu,Silver,2023-11-01,Accessories,Cotton,Luxury,2127,992
C00609,Rahul Prasad,Male,20,Kallakurichi,Tamil Nadu,Bronze,2025-01-24,Men,Polyester,Premium,267,542
C00610,Revathi Nathan,Female,34,Tiruppur,Tamil Nadu,Bronze,2024-05-27,Women,Linen,Standard,941,784
C00611,Aishwarya Murugan,Female,47,Vellore,Tamil Nadu,Gold,2023-03-11,Women,Polyester,Budget,5139,1227
C00612,Arun Kumar,Male,38,Chennai,Tamil Nadu,Bronze,2025-08-25,Men,Linen,Luxury,278,329
C00613,Karthik Nathan,Male,54,Thanjavur,Tamil Nadu,Silver,2023-11-06,Men,Polyester,Budget,2877,987
C00614,Meena Vel,Female,47,Salem,Tamil Nadu,Silver,2024-10-25,Home & Lifestyle,Cotton,Premium,2251,633
C00615,Karthik Kumar,Male,37,Trichy,Tamil Nadu,Silver,2023-02-06,Men,Polyester,Premium,2042,1260
C00616,Praveen Raman,Male,33,Thanjavur,Tamil Nadu,Gold,2024-09-21,Men,Handloom,Standard,3601,667
C00617,Aishwarya Babu,Female,32,Thanjavur,Tamil Nadu,Bronze,2024-10-20,Accessories,Handloom,Budget,927,638
C00618,Vijay Mohan,Male,51,Coimbatore,Tamil Nadu,Gold,2023-03-13,Men,Linen,Premium,3899,1225
C00619,Karthik Kumar,Male,53,Tirunelveli,Tamil Nadu,Silver,2025-09-21,Home & Lifestyle,Handloom,Standard,2264,302
C00620,Pavithra Selvi,Female,38,Vellore,Tamil Nadu,Bronze,2024-01-08,Accessories,Linen,Budget,271,924
C00621,Vijay Selvi,Male,64,Kallakurichi,Tamil Nadu,Silver,2024-02-24,Men,Cotton,Premium,2571,877
C00622,Gokul Krishnan,Male,32,Villupuram,Tamil Nadu,Bronze,2025-06-24,Men,Handloom,Premium,588,391
C00623,Kishore Murugan,Male,64,Vellore,Tamil Nadu,Bronze,2023-09-01,Men,Handloom,Premium,863,1053
C00624,Ajith Devi,Male,60,Coimbatore,Tamil Nadu,Silver,2023-11-04,Accessories,Handloom,Standard,1728,989
C00625,Aishwarya Raman,Female,53,Hosur,Tamil Nadu,Silver,2024-06-01,Accessories,Cotton,Standard,1162,779
C00626,Harini Vel,Female,50,Villupuram,Tamil Nadu,Bronze,2024-07-14,Women,Linen,Standard,982,736
C00627,Manoj Vel,Male,20,Chennai,Tamil Nadu,Silver,2025-06-12,Home & Lifestyle,Polyester,Standard,1359,403
C00628,Karthik Murugan,Male,28,Kanchipuram,Tamil Nadu,Platinum,2024-10-21,Men,Linen,Budget,11125,637
C00629,Gokul Krishnan,Male,65,Tiruppur,Tamil Nadu,Bronze,2023-04-06,Men,Linen,Standard,172,1201
C00630,Deepika Krishnan,Female,27,Tiruppur,Tamil Nadu,Silver,2023-04-20,Women,Cotton,Standard,2083,1187
C00631,Pavithra Krishnan,Female,53,Kanchipuram,Tamil Nadu,Bronze,2023-04-21,Women,Handloom,Standard,292,1186
C00632,Sowmya Raj,Female,30,Kanchipuram,Tamil Nadu,Bronze,2025-03-09,Home & Lifestyle,Linen,Premium,225,498
C00633,Revathi Shankar,Female,28,Vellore,Tamil Nadu,Silver,2024-06-24,Accessories,Linen,Luxury,2441,756
C00634,Meena Kumar,Female,42,Kanchipuram,Tamil Nadu,Silver,2025-07-03,Women,Polyester,Budget,2726,382
C00635,Vijay Devi,Male,49,Vellore,Tamil Nadu,Platinum,2024-08-03,Men,Polyester,Budget,8768,716
C00636,Revathi Raman,Female,30,Erode,Tamil Nadu,Silver,2023-06-06,Accessories,Cotton,Standard,1078,1140
C00637,Karthik Kumar,Male,33,Kanchipuram,Tamil Nadu,Bronze,2024-12-02,Home & Lifestyle,Polyester,Luxury,419,595
C00638,Karthik Raj,Male,57,Thanjavur,Tamil Nadu,Bronze,2023-01-19,Men,Cotton,Premium,541,1278
C00639,Priya Krishnan,Female,21,Salem,Tamil Nadu,Gold,2024-08-27,Kids,Polyester,Budget,3969,692
C00640,Karthik Babu,Male,31,Erode,Tamil Nadu,Silver,2025-09-29,Men,Linen,Budget,1092,294
C00641,Anitha Shankar,Female,65,Tiruppur,Tamil Nadu,Silver,2023-10-07,Women,Cotton,Luxury,1149,1017
C00642,Meena Reddy,Female,29,Kanchipuram,Tamil Nadu,Silver,2024-08-04,Women,Linen,Budget,2569,715
C00643,Nithya Prasad,Female,42,Trichy,Tamil Nadu,Bronze,2024-10-17,Women,Polyester,Budget,530,641
C00644,Manoj Shankar,Male,27,Trichy,Tamil Nadu,Bronze,2025-10-01,Men,Polyester,Standard,804,292
C00645,Rahul Nathan,Male,19,Erode,Tamil Nadu,Gold,2023-05-06,Accessories,Cotton,Standard,5077,1171
C00646,Kishore Murugan,Male,29,Salem,Tamil Nadu,Bronze,2024-01-05,Men,Linen,Budget,455,927
C00647,Aishwarya Krishnan,Female,37,Kanchipuram,Tamil Nadu,Silver,2024-02-23,Kids,Silk,Premium,1859,878
C00648,Divya Babu,Female,30,Coimbatore,Tamil Nadu,Bronze,2023-09-03,Women,Polyester,Standard,107,1051
C00649,Nithya Raman,Female,41,Hosur,Tamil Nadu,Bronze,2025-10-14,Women,Cotton,Budget,71,279
C00650,Harini Reddy,Female,55,Hosur,Tamil Nadu,Silver,2025-10-23,Kids,Cotton,Premium,1164,270
C00651,Suresh Selvi,Male,30,Coimbatore,Tamil Nadu,Bronze,2025-02-17,Men,Polyester,Standard,518,518
C00652,Dinesh Prasad,Male,53,Thanjavur,Tamil Nadu,Bronze,2025-08-21,Accessories,Silk,Budget,67,333
C00653,Saravanan Mohan,Male,56,Thanjavur,Tamil Nadu,Bronze,2023-02-13,Men,Linen,Premium,671,1253
C00654,Karthik Prasad,Male,25,Trichy,Tamil Nadu,Silver,2024-11-14,Men,Cotton,Standard,2351,613
C00655,Revathi Reddy,Female,51,Vellore,Tamil Nadu,Platinum,2023-03-20,Women,Cotton,Standard,13740,1218
C00656,Priya Murugan,Female,19,Villupuram,Tamil Nadu,Bronze,2024-10-27,Women,Silk,Premium,277,631
C00657,Kishore Nathan,Male,49,Kallakurichi,Tamil Nadu,Bronze,2024-12-04,Men,Polyester,Budget,225,593
C00658,Rahul Kumar,Male,38,Kallakurichi,Tamil Nadu,Bronze,2025-04-02,Accessories,Silk,Premium,540,474
C00659,Kavya Murugan,Female,26,Erode,Tamil Nadu,Bronze,2023-01-30,Women,Linen,Premium,513,1267
C00660,Karthik Devi,Male,20,Villupuram,Tamil Nadu,Bronze,2023-02-23,Men,Silk,Standard,182,1243
C00661,Dinesh Krishnan,Male,57,Karur,Tamil Nadu,Silver,2025-06-19,Men,Cotton,Budget,2347,396
C00662,Pavithra Murugan,Female,58,Thanjavur,Tamil Nadu,Bronze,2025-01-16,Kids,Linen,Premium,448,550
C00663,Hari Prasad,Male,28,Trichy,Tamil Nadu,Silver,2024-08-13,Accessories,Cotton,Budget,1735,706
C00664,Ajith Devi,Male,32,Hosur,Tamil Nadu,Gold,2023-11-13,Accessories,Silk,Budget,3284,980
C00665,Manoj Selvi,Male,23,Tirunelveli,Tamil Nadu,Platinum,2024-04-19,Men,Polyester,Budget,10270,822
C00666,Ajith Krishnan,Male,31,Salem,Tamil Nadu,Bronze,2023-05-17,Men,Silk,Premium,15,1160
C00667,Rahul Selvi,Male,48,Madurai,Tamil Nadu,Bronze,2024-09-19,Men,Cotton,Standard,411,669
C00668,Kavya Raj,Female,19,Coimbatore,Tamil Nadu,Bronze,2024-06-15,Women,Polyester,Standard,231,765
C00669,Anitha Vel,Female,40,Hosur,Tamil Nadu,Platinum,2025-02-16,Kids,Silk,Standard,10304,519
C00670,Dinesh Reddy,Male,48,Kallakurichi,Tamil Nadu,Bronze,2023-01-05,Accessories,Cotton,Budget,518,1292
C00671,Anitha Babu,Female,29,Villupuram,Tamil Nadu,Bronze,2023-03-12,Women,Cotton,Standard,681,1226
C00672,Kishore Nathan,Male,24,Coimbatore,Tamil Nadu,Bronze,2024-02-22,Accessories,Linen,Standard,74,879
C00673,Karthik Raj,Male,40,Erode,Tamil Nadu,Silver,2023-07-13,Men,Cotton,Budget,1564,1103
C00674,Keerthana Raj,Female,42,Karur,Tamil Nadu,Bronze,2025-08-06,Women,Handloom,Standard,875,348
C00675,Hari Shankar,Male,39,Salem,Tamil Nadu,Bronze,2025-09-25,Men,Linen,Budget,436,298
C00676,Sowmya Kumar,Female,24,Tiruppur,Tamil Nadu,Silver,2023-02-22,Women,Silk,Premium,1395,1244
C00677,Kavya Kumar,Female,39,Kallakurichi,Tamil Nadu,Platinum,2025-09-20,Women,Linen,Premium,11231,303
C00678,Kishore Shankar,Male,63,Kanchipuram,Tamil Nadu,Bronze,2023-11-02,Men,Cotton,Standard,742,991
C00679,Sowmya Reddy,Female,20,Chennai,Tamil Nadu,Silver,2025-10-25,Home & Lifestyle,Handloom,Premium,1125,268
C00680,Ramesh Shankar,Male,41,Salem,Tamil Nadu,Bronze,2024-02-05,Men,Linen,Standard,880,896
C00681,Aishwarya Reddy,Female,54,Thanjavur,Tamil Nadu,Bronze,2023-12-07,Women,Silk,Budget,642,956
C00682,Gokul Raj,Male,43,Tirunelveli,Tamil Nadu,Bronze,2024-11-24,Men,Linen,Budget,698,603
C00683,Pavithra Prasad,Female,20,Vellore,Tamil Nadu,Bronze,2024-06-10,Women,Handloom,Premium,670,770
C00684,Harini Raj,Female,59,Tiruppur,Tamil Nadu,Silver,2025-09-27,Women,Handloom,Budget,1433,296
C00685,Harini Nathan,Female,22,Tirunelveli,Tamil Nadu,Bronze,2023-06-19,Home & Lifestyle,Linen,Standard,980,1127
C00686,Revathi Nathan,Female,64,Kanchipuram,Tamil Nadu,Bronze,2023-01-13,Kids,Cotton,Budget,459,1284
C00687,Rahul Mohan,Male,21,Madurai,Tamil Nadu,Bronze,2024-09-03,Accessories,Cotton,Standard,193,685
C00688,Ajith Reddy,Male,51,Tirunelveli,Tamil Nadu,Gold,2024-02-29,Men,Cotton,Standard,3705,872
C00689,Hari Vel,Male,39,Erode,Tamil Nadu,Silver,2024-11-27,Home & Lifestyle,Silk,Budget,1419,600
C00690,Karthik Kumar,Male,28,Erode,Tamil Nadu,Silver,2025-07-05,Men,Handloom,Luxury,2285,380
C00691,Manoj Babu,Male,53,Kallakurichi,Tamil Nadu,Gold,2024-02-05,Men,Polyester,Premium,5228,896
C00692,Harini Raman,Female,64,Chennai,Tamil Nadu,Bronze,2025-02-26,Women,Linen,Budget,447,509
C00693,Ramesh Selvi,Male,30,Madurai,Tamil Nadu,Bronze,2024-10-13,Accessories,Cotton,Budget,405,645
C00694,Keerthana Reddy,Female,55,Chennai,Tamil Nadu,Gold,2025-07-14,Kids,Linen,Standard,4617,371
C00695,Harini Prasad,Female,40,Tiruppur,Tamil Nadu,Bronze,2024-09-13,Women,Cotton,Budget,315,675
C00696,Pavithra Murugan,Female,51,Hosur,Tamil Nadu,Bronze,2024-12-02,Accessories,Handloom,Standard,700,595
C00697,Revathi Devi,Female,22,Hosur,Tamil Nadu,Bronze,2023-12-08,Women,Handloom,Standard,446,955
C00698,Dinesh Shankar,Male,63,Erode,Tamil Nadu,Bronze,2025-10-12,Men,Cotton,Standard,837,281
C00699,Pavithra Babu,Female,54,Erode,Tamil Nadu,Bronze,2023-10-23,Women,Polyester,Premium,701,1001
C00700,Anitha Devi,Female,63,Erode,Tamil Nadu,Gold,2025-11-02,Accessories,Silk,Budget,4806,260
C00701,Lakshmi Devi,Female,26,Kallakurichi,Tamil Nadu,Bronze,2025-09-18,Women,Linen,Standard,492,305
C00702,Kishore Devi,Male,56,Madurai,Tamil Nadu,Silver,2025-11-26,Men,Polyester,Budget,1287,236
C00703,Pavithra Mohan,Female,36,Coimbatore,Tamil Nadu,Silver,2025-05-07,Home & Lifestyle,Linen,Budget,2906,439
C00704,Priya Vel,Female,54,Tirunelveli,Tamil Nadu,Gold,2025-03-07,Women,Handloom,Budget,4121,500
C00705,Anitha Vel,Female,20,Chennai,Tamil Nadu,Bronze,2024-01-27,Accessories,Polyester,Premium,696,905
C00706,Suresh Prasad,Male,28,Kanchipuram,Tamil Nadu,Silver,2023-11-05,Accessories,Silk,Standard,2928,988
C00707,Kavya Kumar,Female,19,Kallakurichi,Tamil Nadu,Bronze,2023-02-17,Women,Silk,Standard,135,1249
C00708,Karthik Kumar,Male,50,Coimbatore,Tamil Nadu,Gold,2023-12-15,Men,Linen,Premium,6134,948
C00709,Aishwarya Krishnan,Female,22,Tiruppur,Tamil Nadu,Bronze,2025-02-26,Kids,Polyester,Standard,949,509
C00710,Rahul Shankar,Male,56,Chennai,Tamil Nadu,Gold,2024-05-07,Home & Lifestyle,Handloom,Standard,4229,804
C00711,Harini Vel,Female,49,Coimbatore,Tamil Nadu,Silver,2024-01-02,Home & Lifestyle,Cotton,Budget,1368,930
C00712,Ajith Kumar,Male,54,Tirunelveli,Tamil Nadu,Bronze,2023-02-28,Accessories,Silk,Luxury,41,1238
C00713,Praveen Raj,Male,36,Kanchipuram,Tamil Nadu,Platinum,2025-04-05,Men,Handloom,Budget,10552,471
C00714,Deepika Mohan,Female,49,Thanjavur,Tamil Nadu,Silver,2025-02-20,Kids,Polyester,Standard,2995,515
C00715,Keerthana Babu,Female,39,Erode,Tamil Nadu,Bronze,2024-10-01,Women,Silk,Luxury,84,657
C00716,Gokul Mohan,Male,56,Vellore,Tamil Nadu,Gold,2025-09-06,Men,Silk,Budget,4124,317
C00717,Sowmya Devi,Female,62,Thanjavur,Tamil Nadu,Bronze,2024-01-29,Women,Silk,Premium,398,903
C00718,Naveen Raj,Male,38,Trichy,Tamil Nadu,Bronze,2025-08-04,Accessories,Handloom,Premium,141,350
C00719,Keerthana Babu,Female,52,Salem,Tamil Nadu,Bronze,2023-10-16,Women,Silk,Standard,987,1008
C00720,Keerthana Selvi,Female,26,Erode,Tamil Nadu,Gold,2025-12-03,Accessories,Polyester,Budget,3256,229
