SaleID,InvoiceID,CustomerID,ProductID,SaleDate,Quantity,MRP,DiscountPercent,FinalPrice,Festival,Season,DayOfWeek,SaleMonth,SaleYear,SKU,ProductName,Category,SubCategory,Brand,Color,Size,Fabric,SeasonalDemandTag,ProductGender,Price,CostPrice,SupplierID,ProductStatus,ImageURL,ProfitMargin,FullName,CustomerGender,Age,City,State,Membership,JoinDate,PreferredCategory,PreferredFabric,PreferredPriceRange,LoyaltyPoints,CustomerTenureDays
S004960,INV101963,C01841,P0487,2025-04-04,1,400,10,360.0,Summer,Summer,Friday,4,2025,NET-IPLJ-0487,Netplay IPL Jerseys White XS,Accessories,IPL Jerseys,Netplay,White,XS,Polyester,IPL Season,Unisex,1190,876,SUP012,Active,images/products/P0487.jpg,26.39,Pavithra Raman,Female,26,Thanjavur,Tamil Nadu,Bronze,2025-08-08,Women,Linen,Budget,936,346
S004961,INV101963,C01841,P0150,2025-04-04,2,150,0,300.0,Summer,Summer,Friday,4,2025,FAB-SHRE-0150,Fabindia Shree Black XS,Women,Shree,Fabindia,Black,XS,Silk,"Navratri, Wedding",Women,1880,1187,SUP025,Active,images/products/P0150.jpg,36.86,Pavithra Raman,Female,26,Thanjavur,Tamil Nadu,Bronze,2025-08-08,Women,Linen,Budget,936,346
S004962,INV101963,C01841,P0330,2025-04-04,3,500,10,1350.0,Summer,Summer,Friday,4,2025,RAY-PANT-0330,Raymond Pants Blue XL,Men,Pants,Raymond,Blue,XL,Polyester Blend,All Season,Men,640,433,SUP005,Active,images/products/P0330.jpg,32.34,Pavithra Raman,Female,26,Thanjavur,Tamil Nadu,Bronze,2025-08-08,Women,Linen,Budget,936,346
S004963,INV101964,C00344,P0148,2025-12-21,3,900,0,2700.0,Wedding Season,Winter,Sunday,12,2025,RAM-TOWE-0148,Ramraj Cotton Towels MI Blue XS,Men,Towels,Ramraj Cotton,MI Blue,XS,Cotton,All Season,Men,210,122,SUP023,Active,images/products/P0148.jpg,41.9,Arun Babu,Male,40,Tirunelveli,Tamil Nadu,Silver,2023-03-17,Men,Silk,Standard,2544,1221
S004964,INV101964,C00344,P0116,2025-12-21,1,700,0,700.0,Wedding Season,Winter,Sunday,12,2025,PRI-RAIN-0116,Prisma Raincoats CSK Yellow M,Accessories,Raincoats,Prisma,CSK Yellow,M,Polyester,Monsoon,Unisex,560,362,SUP016,Active,images/products/P0116.jpg,35.36,Arun Babu,Male,40,Tirunelveli,Tamil Nadu,Silver,2023-03-17,Men,Silk,Standard,2544,1221
S004965,INV101964,C00344,P0487,2025-12-21,3,400,10,1080.0,Wedding Season,Winter,Sunday,12,2025,NET-IPLJ-0487,Netplay IPL Jerseys White XS,Accessories,IPL Jerseys,Netplay,White,XS,Polyester,IPL Season,Unisex,1190,876,SUP012,Active,images/products/P0487.jpg,26.39,Arun Babu,Male,40,Tirunelveli,Tamil Nadu,Silver,2023-03-17,Men,Silk,Standard,2544,1221
S004966,INV101965,C01510,P0098,2024-04-18,1,500,0,500.0,Summer,Summer,Thursday,4,2024,PRI-UMBR-0098,Prisma Umbrellas Orange XL,Accessories,Umbrellas,Prisma,Orange,XL,Polyester,Monsoon,Unisex,920,552,SUP023,Active,images/products/P0098.jpg,40.0,Gokul Vel,Male,65,Thanjavur,Tamil Nadu,Gold,2023-10-08,Men,Cotton,Budget,5579,1016
S004967,INV101965,C01510,P0429,2024-04-18,3,1500,0,4500.0,Summer,Summer,Thursday,4,2024,PRI-BABY-0429,Prisma Baby Dresses Blue 6-12 Years,Kids,Baby Dresses,Prisma,Blue,6-12 Years,Cotton,All Season,Kids,750,461,SUP004,Active,images/products/P0429.jpg,38.53,Gokul Vel,Male,65,Thanjavur,Tamil Nadu,Gold,2023-10-08,Men,Cotton,Budget,5579,1016
S004968,INV101966,C01800,P0321,2024-05-26,3,3500,5,9975.0,Summer,Summer,Sunday,5,2024,PRI-RAIN-0321,Prisma Raincoats Black M,Accessories,Raincoats,Prisma,Black,M,Polyester,Monsoon,Unisex,950,551,SUP021,Active,images/products/P0321.jpg,42.0,Manoj Nathan,Male,32,Coimbatore,Tamil Nadu,Bronze,2024-03-11,Men,Cotton,Standard,419,861
S004969,INV101967,C00121,P0379,2024-04-04,1,400,10,360.0,Summer,Summer,Thursday,4,2024,WES-DRES-0379,Westside Dresses CSK Yellow M,Women,Dresses,Westside,CSK Yellow,M,Cotton,"Christmas, New Year",Women,1620,930,SUP004,Active,images/products/P0379.jpg,42.59,Ramesh Raman,Male,20,Tirunelveli,Tamil Nadu,Silver,2023-01-20,Men,Cotton,Budget,2878,1277
S004970,INV101967,C00121,P0005,2024-04-04,2,3500,5,6650.0,Summer,Summer,Thursday,4,2024,FAB-PILL-0005,Fabindia Pillow Covers Orange Single,Home & Lifestyle,Pillow Covers,Fabindia,Orange,Single,Cotton,All Season,Unisex,700,503,SUP005,Active,images/products/P0005.jpg,28.14,Ramesh Raman,Male,20,Tirunelveli,Tamil Nadu,Silver,2023-01-20,Men,Cotton,Budget,2878,1277
S004971,INV101967,C00121,P0454,2024-04-04,1,400,5,380.0,Summer,Summer,Thursday,4,2024,PRI-UMBR-0454,Prisma Umbrellas Black XXL,Accessories,Umbrellas,Prisma,Black,XXL,Polyester,Monsoon,Unisex,340,239,SUP004,Active,images/products/P0454.jpg,29.71,Ramesh Raman,Male,20,Tirunelveli,Tamil Nadu,Silver,2023-01-20,Men,Cotton,Budget,2878,1277
S004972,INV101967,C00121,P0047,2024-04-04,3,1200,0,3600.0,Summer,Summer,Thursday,4,2024,PRI-UMBR-0047,Prisma Umbrellas Green L,Accessories,Umbrellas,Prisma,Green,L,Polyester,Monsoon,Unisex,650,388,SUP022,Active,images/products/P0047.jpg,40.31,Ramesh Raman,Male,20,Tirunelveli,Tamil Nadu,Silver,2023-01-20,Men,Cotton,Budget,2878,1277
S004973,INV101968,C00949,P0013,2025-07-20,3,400,40,720.0,Aadi Sale,Monsoon,Sunday,7,2025,GUE-IPLJ-0013,Guess IPL Jerseys Black S,Accessories,IPL Jerseys,Guess,Black,S,Polyester,IPL Season,Unisex,2000,1379,SUP013,Active,images/products/P0013.jpg,31.05,Nithya Vel,Female,61,Salem,Tamil Nadu,Bronze,2024-09-03,Women,Silk,Premium,801,685
S004974,INV101968,C00949,P0273,2025-07-20,3,1500,10,4050.0,Aadi Sale,Monsoon,Sunday,7,2025,RAY-PANT-0273,Raymond Pants White XXL,Men,Pants,Raymond,White,XXL,Polyester Blend,All Season,Men,730,444,SUP023,Active,images/products/P0273.jpg,39.18,Nithya Vel,Female,61,Salem,Tamil Nadu,Bronze,2024-09-03,Women,Silk,Premium,801,685
S004975,INV101968,C00949,P0085,2025-07-20,1,500,20,400.0,Aadi Sale,Monsoon,Sunday,7,2025,RAY-BELT-0085,Raymond Belts Gold XXL,Accessories,Belts,Raymond,Gold,XXL,Leather,All Season,Unisex,230,135,SUP010,Active,images/products/P0085.jpg,41.3,Nithya Vel,Female,61,Salem,Tamil Nadu,Bronze,2024-09-03,Women,Silk,Premium,801,685
S004976,INV101969,C00984,P0165,2024-12-24,3,900,5,2565.0,Wedding Season,Winter,Tuesday,12,2024,FAB-CURT-0165,Fabindia Curtains Yellow Single,Home & Lifestyle,Curtains,Fabindia,Yellow,Single,Cotton,All Season,Unisex,2650,2085,SUP015,Active,images/products/P0165.jpg,21.32,Suresh Vel,Male,29,Erode,Tamil Nadu,Bronze,2024-09-06,Accessories,Cotton,Premium,877,682
S004977,INV101969,C00984,P0134,2024-12-24,2,3500,10,6300.0,Wedding Season,Winter,Tuesday,12,2024,PRI-UMBR-0134,Prisma Umbrellas Gold M,Accessories,Umbrellas,Prisma,Gold,M,Polyester,Monsoon,Unisex,600,422,SUP009,Active,images/products/P0134.jpg,29.67,Suresh Vel,Male,29,Erode,Tamil Nadu,Bronze,2024-09-06,Accessories,Cotton,Premium,877,682
S004978,INV101969,C00984,P0383,2024-12-24,1,900,5,855.0,Wedding Season,Winter,Tuesday,12,2024,PRI-UMBR-0383,Prisma Umbrellas Black XXL,Accessories,Umbrellas,Prisma,Black,XXL,Polyester,Monsoon,Unisex,950,728,SUP008,Active,images/products/P0383.jpg,23.37,Suresh Vel,Male,29,Erode,Tamil Nadu,Bronze,2024-09-06,Accessories,Cotton,Premium,877,682
S004979,INV101969,C00984,P0499,2024-12-24,1,700,5,665.0,Wedding Season,Winter,Tuesday,12,2024,WES-BABY-0499,Westside Baby Dresses Maroon 6-12 Years,Kids,Baby Dresses,Westside,Maroon,6-12 Years,Cotton,All Season,Kids,380,214,SUP024,Active,images/products/P0499.jpg,43.68,Suresh Vel,Male,29,Erode,Tamil Nadu,Bronze,2024-09-06,Accessories,Cotton,Premium,877,682
S004980,INV101970,C01930,P0167,2025-08-07,3,400,0,1200.0,Independence Day,Monsoon,Thursday,8,2025,GUE-IPLJ-0167,Guess IPL Jerseys Blue XS,Accessories,IPL Jerseys,Guess,Blue,XS,Polyester,IPL Season,Unisex,1730,1213,SUP017,Active,images/products/P0167.jpg,29.88,Deepika Devi,Female,25,Trichy,Tamil Nadu,Silver,2023-11-08,Women,Handloom,Standard,1144,985
S004981,INV101971,C01047,P0196,2024-04-02,3,3500,0,10500.0,Summer,Summer,Tuesday,4,2024,RAY-PANT-0196,Raymond Pants Blue XL,Men,Pants,Raymond,Blue,XL,Linen,All Season,Men,700,441,SUP021,Active,images/products/P0196.jpg,37.0,Saravanan Nathan,Male,63,Chennai,Tamil Nadu,Gold,2025-02-08,Men,Handloom,Budget,6995,527
S004982,INV101971,C01047,P0476,2024-04-02,2,1500,0,3000.0,Summer,Summer,Tuesday,4,2024,PRI-SCHO-0476,Prisma School Uniforms Cream S,Kids,School Uniforms,Prisma,Cream,S,Cotton,"School Season, Monsoon",Kids,1000,600,SUP001,Active,images/products/P0476.jpg,40.0,Saravanan Nathan,Male,63,Chennai,Tamil Nadu,Gold,2025-02-08,Men,Handloom,Budget,6995,527
S004983,INV101971,C01047,P0337,2024-04-02,3,700,0,2100.0,Summer,Summer,Tuesday,4,2024,RAM-LUNG-0337,Ramraj Cotton Lungi Gold Standard,Men,Lungi,Ramraj Cotton,Gold,Standard,Cotton,"Summer, Aadi Sale",Men,1190,876,SUP012,Active,images/products/P0337.jpg,26.39,Saravanan Nathan,Male,63,Chennai,Tamil Nadu,Gold,2025-02-08,Men,Handloom,Budget,6995,527
S004984,INV101971,C01047,P0284,2024-04-02,3,900,0,2700.0,Summer,Summer,Tuesday,4,2024,PRI-BABY-0284,Prisma Baby Dresses Yellow 0-3 Months,Kids,Baby Dresses,Prisma,Yellow,0-3 Months,Cotton,All Season,Kids,620,390,SUP009,Active,images/products/P0284.jpg,37.1,Saravanan Nathan,Male,63,Chennai,Tamil Nadu,Gold,2025-02-08,Men,Handloom,Budget,6995,527
S004985,INV101972,C01967,P0331,2025-03-26,1,400,5,380.0,Summer,Summer,Wednesday,3,2025,UAT-SCHO-0331,Uathayam School Uniforms MI Blue XL,Kids,School Uniforms,Uathayam,MI Blue,XL,Polyester Blend,"School Season, Monsoon",Kids,920,699,SUP006,Active,images/products/P0331.jpg,24.02,Karthik Nathan,Male,57,Kallakurichi,Tamil Nadu,Silver,2023-01-07,Men,Cotton,Budget,1812,1290
S004986,INV101973,C00937,P0102,2024-03-05,3,700,10,1890.0,Summer,Summer,Tuesday,3,2024,RAM-VESH-0102,Ramraj Cotton Veshti Pink 2m,Men,Veshti,Ramraj Cotton,Pink,2m,Cotton,"Pongal, Temple Festival, Summer",Men,1510,1096,SUP002,Active,images/products/P0102.jpg,27.42,Hari Vel,Male,42,Trichy,Tamil Nadu,Bronze,2024-02-20,Men,Silk,Standard,583,881
S004987,INV101973,C00937,P0227,2024-03-05,3,400,0,1200.0,Summer,Summer,Tuesday,3,2024,PRI-SOCK-0227,Prisma Socks Purple S,Accessories,Socks,Prisma,Purple,S,Cotton,"School Season, Winter",Unisex,90,61,SUP002,Active,images/products/P0227.jpg,32.22,Hari Vel,Male,42,Trichy,Tamil Nadu,Bronze,2024-02-20,Men,Silk,Standard,583,881
S004988,INV101974,C01194,P0490,2025-11-02,1,1200,30,840.0,Diwali,Winter,Sunday,11,2025,RAY-PANT-0490,Raymond Pants Cream XXL,Men,Pants,Raymond,Cream,XXL,Linen,All Season,Men,860,595,SUP015,Active,images/products/P0490.jpg,30.81,Saravanan Reddy,Male,27,Kanchipuram,Tamil Nadu,Silver,2023-09-09,Men,Silk,Standard,2069,1045
S004989,INV101974,C01194,P0429,2025-11-02,3,1500,20,3600.0,Diwali,Winter,Sunday,11,2025,PRI-BABY-0429,Prisma Baby Dresses Blue 6-12 Years,Kids,Baby Dresses,Prisma,Blue,6-12 Years,Cotton,All Season,Kids,750,461,SUP004,Active,images/products/P0429.jpg,38.53,Saravanan Reddy,Male,27,Kanchipuram,Tamil Nadu,Silver,2023-09-09,Men,Silk,Standard,2069,1045
S004990,INV101975,C01863,P0380,2025-08-03,1,1200,0,1200.0,Independence Day,Monsoon,Sunday,8,2025,NET-SHIR-0380,Netplay Shirts RCB Red XL,Men,Shirts,Netplay,RCB Red,XL,Cotton,"Summer, Independence Day, Republic Day",Men,1150,665,SUP005,Active,images/products/P0380.jpg,42.17,Karthik Kumar,Male,32,Coimbatore,Tamil Nadu,Gold,2023-01-05,Men,Cotton,Budget,3753,1292
S004991,INV101975,C01863,P0211,2025-08-03,2,150,10,270.0,Independence Day,Monsoon,Sunday,8,2025,FAB-BEDS-0211,Fabindia Bedsheets Green Single,Home & Lifestyle,Bedsheets,Fabindia,Green,Single,Cotton,Summer,Unisex,1940,1355,SUP011,Active,images/products/P0211.jpg,30.15,Karthik Kumar,Male,32,Coimbatore,Tamil Nadu,Gold,2023-01-05,Men,Cotton,Budget,3753,1292
S004992,INV101976,C01347,P0328,2024-11-30,3,1200,20,2880.0,Diwali,Winter,Saturday,11,2024,WES-BABY-0328,Westside Baby Dresses RCB Red 1-5 Years,Kids,Baby Dresses,Westside,RCB Red,1-5 Years,Cotton,All Season,Kids,1000,755,SUP003,Active,images/products/P0328.jpg,24.5,Pavithra Reddy,Female,37,Coimbatore,Tamil Nadu,Gold,2024-06-17,Women,Handloom,Premium,3842,763
S004993,INV101977,C00295,P0460,2025-07-17,3,1200,30,2520.0,Aadi Sale,Monsoon,Thursday,7,2025,UAT-POLI-0460,Uathayam Political Veshti Cream 4m,Men,Political Veshti,Uathayam,Cream,4m,Cotton,"Political Campaign, Independence Day",Men,1020,812,SUP010,Active,images/products/P0460.jpg,20.39,Deepika Raj,Female,19,Madurai,Tamil Nadu,Bronze,2023-05-06,Women,Handloom,Standard,364,1171
S004994,INV101977,C00295,P0086,2025-07-17,2,1500,20,2400.0,Aadi Sale,Monsoon,Thursday,7,2025,UAT-TOWE-0086,Uathayam Towels Gold XS,Accessories,Towels,Uathayam,Gold,XS,Cotton,All Season,Unisex,440,253,SUP011,Active,images/products/P0086.jpg,42.5,Deepika Raj,Female,19,Madurai,Tamil Nadu,Bronze,2023-05-06,Women,Handloom,Standard,364,1171
S004995,INV101978,C01925,P0137,2025-07-23,3,1200,40,2160.0,Aadi Sale,Monsoon,Wednesday,7,2025,WES-BABY-0137,Westside Baby Dresses Purple 3-6 Months,Kids,Baby Dresses,Westside,Purple,3-6 Months,Cotton,All Season,Kids,1300,851,SUP012,Active,images/products/P0137.jpg,34.54,Dinesh Krishnan,Male,44,Villupuram,Tamil Nadu,Silver,2024-09-29,Men,Handloom,Budget,1199,659
S004996,INV101978,C01925,P0214,2025-07-23,1,1500,40,900.0,Aadi Sale,Monsoon,Wednesday,7,2025,UAT-VESH-0214,Uathayam Veshti White 2m,Men,Veshti,Uathayam,White,2m,Cotton,"Pongal, Temple Festival, Summer",Men,2240,1789,SUP014,Active,images/products/P0214.jpg,20.13,Dinesh Krishnan,Male,44,Villupuram,Tamil Nadu,Silver,2024-09-29,Men,Handloom,Budget,1199,659
S004997,INV101978,C01925,P0063,2025-07-23,2,700,40,840.0,Aadi Sale,Monsoon,Wednesday,7,2025,NET-SOCK-0063,Netplay Socks CSK Yellow L,Accessories,Socks,Netplay,CSK Yellow,L,Cotton,"School Season, Winter",Unisex,120,79,SUP013,Active,images/products/P0063.jpg,34.17,Dinesh Krishnan,Male,44,Villupuram,Tamil Nadu,Silver,2024-09-29,Men,Handloom,Budget,1199,659
S004998,INV101979,C01930,P0293,2024-09-10,2,1200,5,2280.0,Regular,Monsoon,Tuesday,9,2024,WES-BABY-0293,Westside Baby Dresses MI Blue 3-6 Months,Kids,Baby Dresses,Westside,MI Blue,3-6 Months,Cotton,All Season,Kids,1000,673,SUP018,Active,images/products/P0293.jpg,32.7,Deepika Devi,Female,25,Trichy,Tamil Nadu,Silver,2023-11-08,Women,Handloom,Standard,1144,985
S004999,INV101980,C01183,P0313,2024-09-16,2,700,0,1400.0,Regular,Monsoon,Monday,9,2024,FAB-PILL-0313,Fabindia Pillow Covers Black Double,Home & Lifestyle,Pillow Covers,Fabindia,Black,Double,Cotton,All Season,Unisex,480,337,SUP013,Active,images/products/P0313.jpg,29.79,Kavya Devi,Female,42,Karur,Tamil Nadu,Silver,2023-06-16,Women,Linen,Premium,1702,1130
S005000,INV101980,C01183,P0367,2024-09-16,3,400,10,1080.0,Regular,Monsoon,Monday,9,2024,GUE-IPLJ-0367,Guess IPL Jerseys Gold S,Accessories,IPL Jerseys,Guess,Gold,S,Polyester,IPL Season,Unisex,1110,749,SUP017,Active,images/products/P0367.jpg,32.52,Kavya Devi,Female,42,Karur,Tamil Nadu,Silver,2023-06-16,Women,Linen,Premium,1702,1130
S005001,INV101980,C01183,P0372,2024-09-16,1,900,5,855.0,Regular,Monsoon,Monday,9,2024,PRI-PANT-0372,Prisma Pants CSK Yellow L,Men,Pants,Prisma,CSK Yellow,L,Cotton,All Season,Men,760,522,SUP022,Active,images/products/P0372.jpg,31.32,Kavya Devi,Female,42,Karur,Tamil Nadu,Silver,2023-06-16,Women,Linen,Premium,1702,1130
S005002,INV101980,C01183,P0060,2024-09-16,3,150,0,450.0,Regular,Monsoon,Monday,9,2024,PRI-SOCK-0060,Prisma Socks Gold XXL,Accessories,Socks,Prisma,Gold,XXL,Cotton,"School Season, Winter",Unisex,60,34,SUP010,Active,images/products/P0060.jpg,43.33,Kavya Devi,Female,42,Karur,Tamil Nadu,Silver,2023-06-16,Women,Linen,Premium,1702,1130
S005003,INV101981,C00902,P0083,2024-06-27,1,3500,30,2450.0,School Season,Monsoon,Thursday,6,2024,FAB-SARE-0083,Fabindia Sarees Purple 9 Yards,Women,Sarees,Fabindia,Purple,9 Yards,Handloom,"Wedding, Diwali, Navratri",Women,7130,4388,SUP008,Active,images/products/P0083.jpg,38.46,Dinesh Prasad,Male,57,Thanjavur,Tamil Nadu,Bronze,2023-01-04,Men,Cotton,Premium,31,1293
S005004,INV101982,C01846,P0389,2025-11-13,1,900,10,810.0,Diwali,Winter,Thursday,11,2025,NET-PANT-0389,Netplay Pants Green XL,Men,Pants,Netplay,Green,XL,Polyester Blend,All Season,Men,1030,628,SUP014,Active,images/products/P0389.jpg,39.03,Aishwarya Kumar,Female,42,Vellore,Tamil Nadu,Silver,2023-08-21,Women,Handloom,Budget,1975,1064
S005005,INV101982,C01846,P0270,2025-11-13,1,700,30,490.0,Diwali,Winter,Thursday,11,2025,FAB-BEDC-0270,Fabindia Bed Covers Orange Single,Home & Lifestyle,Bed Covers,Fabindia,Orange,Single,Cotton,Summer,Unisex,2930,2236,SUP020,Active,images/products/P0270.jpg,23.69,Aishwarya Kumar,Female,42,Vellore,Tamil Nadu,Silver,2023-08-21,Women,Handloom,Budget,1975,1064
S005006,INV101982,C01846,P0467,2025-11-13,1,150,20,120.0,Diwali,Winter,Thursday,11,2025,BIB-KURT-0467,Biba Kurtas CSK Yellow XL,Women,Kurtas,Biba,CSK Yellow,XL,Silk,"Diwali, Temple Festival",Women,930,544,SUP017,Active,images/products/P0467.jpg,41.51,Aishwarya Kumar,Female,42,Vellore,Tamil Nadu,Silver,2023-08-21,Women,Handloom,Budget,1975,1064
S005007,INV101982,C01846,P0255,2025-11-13,3,700,10,1890.0,Diwali,Winter,Thursday,11,2025,RAY-BELT-0255,Raymond Belts Green L,Accessories,Belts,Raymond,Green,L,Leather,All Season,Unisex,240,167,SUP005,Active,images/products/P0255.jpg,30.42,Aishwarya Kumar,Female,42,Vellore,Tamil Nadu,Silver,2023-08-21,Women,Handloom,Budget,1975,1064
S005008,INV101983,C00276,P0204,2024-04-10,1,900,10,810.0,Summer,Summer,Wednesday,4,2024,PRI-SCHO-0204,Prisma School Uniforms Gold XS,Kids,School Uniforms,Prisma,Gold,XS,Cotton,"School Season, Monsoon",Kids,550,347,SUP004,Active,images/products/P0204.jpg,36.91,Rahul Murugan,Male,50,Kallakurichi,Tamil Nadu,Gold,2025-10-26,Men,Handloom,Premium,6594,267
S005009,INV101983,C00276,P0459,2024-04-10,1,700,10,630.0,Summer,Summer,Wednesday,4,2024,FAB-PUTT-0459,Fabindia Puttu Vasti Pink M,Women,Puttu Vasti,Fabindia,Pink,M,Silk,Wedding,Women,13860,10356,SUP009,Active,images/products/P0459.jpg,25.28,Rahul Murugan,Male,50,Kallakurichi,Tamil Nadu,Gold,2025-10-26,Men,Handloom,Premium,6594,267
S005010,INV101983,C00276,P0405,2024-04-10,1,1200,0,1200.0,Summer,Summer,Wednesday,4,2024,BIB-SARE-0405,Biba Sarees MI Blue 2m,Women,Sarees,Biba,MI Blue,2m,Handloom,"Wedding, Diwali, Navratri",Women,2650,1564,SUP005,Active,images/products/P0405.jpg,40.98,Rahul Murugan,Male,50,Kallakurichi,Tamil Nadu,Gold,2025-10-26,Men,Handloom,Premium,6594,267
S005011,INV101984,C00544,P0311,2024-02-15,3,1200,5,3420.0,Regular,Winter,Thursday,2,2024,PRI-RAIN-0311,Prisma Raincoats Blue XL,Accessories,Raincoats,Prisma,Blue,XL,Polyester,Monsoon,Unisex,1400,1103,SUP011,Active,images/products/P0311.jpg,21.21,Keerthana Kumar,Female,30,Madurai,Tamil Nadu,Bronze,2025-08-18,Accessories,Cotton,Budget,347,336
S005012,INV101984,C00544,P0374,2024-02-15,3,150,10,405.0,Regular,Winter,Thursday,2,2024,UAT-SCHO-0374,Uathayam School Uniforms MI Blue L,Kids,School Uniforms,Uathayam,MI Blue,L,Cotton,"School Season, Monsoon",Kids,840,584,SUP024,Active,images/products/P0374.jpg,30.48,Keerthana Kumar,Female,30,Madurai,Tamil Nadu,Bronze,2025-08-18,Accessories,Cotton,Budget,347,336
S005013,INV101984,C00544,P0482,2024-02-15,2,1200,10,2160.0,Regular,Winter,Thursday,2,2024,PRI-GIFT-0482,Prisma Gift Boxes White XS,Kids,Gift Boxes,Prisma,White,XS,Cotton,All Season,Kids,2390,1744,SUP007,Active,images/products/P0482.jpg,27.03,Keerthana Kumar,Female,30,Madurai,Tamil Nadu,Bronze,2025-08-18,Accessories,Cotton,Budget,347,336
S005014,INV101984,C00544,P0352,2024-02-15,3,700,5,1995.0,Regular,Winter,Thursday,2,2024,FAB-CURT-0352,Fabindia Curtains Yellow King,Home & Lifestyle,Curtains,Fabindia,Yellow,King,Cotton,All Season,Unisex,1370,1089,SUP002,Active,images/products/P0352.jpg,20.51,Keerthana Kumar,Female,30,Madurai,Tamil Nadu,Bronze,2025-08-18,Accessories,Cotton,Budget,347,336
S005015,INV101985,C01420,P0342,2024-08-03,1,900,0,900.0,Independence Day,Monsoon,Saturday,8,2024,PRI-SCHO-0342,Prisma School Uniforms Green S,Kids,School Uniforms,Prisma,Green,S,Polyester Blend,"School Season, Monsoon",Kids,670,385,SUP017,Active,images/products/P0342.jpg,42.54,Priya Reddy,Female,53,Erode,Tamil Nadu,Bronze,2024-08-21,Kids,Polyester,Standard,492,698
S005016,INV101985,C01420,P0312,2024-08-03,3,1200,10,3240.0,Independence Day,Monsoon,Saturday,8,2024,RAM-POLI-0312,Ramraj Cotton Political Veshti Blue 4m,Men,Political Veshti,Ramraj Cotton,Blue,4m,Cotton,"Political Campaign, Independence Day",Men,1300,956,SUP012,Active,images/products/P0312.jpg,26.46,Priya Reddy,Female,53,Erode,Tamil Nadu,Bronze,2024-08-21,Kids,Polyester,Standard,492,698
S005017,INV101985,C01420,P0240,2024-08-03,1,400,5,380.0,Independence Day,Monsoon,Saturday,8,2024,RAM-VESH-0240,Ramraj Cotton Veshti Yellow 9 Yards,Men,Veshti,Ramraj Cotton,Yellow,9 Yards,Cotton,"Pongal, Temple Festival, Summer",Men,1730,978,SUP015,Active,images/products/P0240.jpg,43.47,Priya Reddy,Female,53,Erode,Tamil Nadu,Bronze,2024-08-21,Kids,Polyester,Standard,492,698
S005018,INV101986,C00414,P0143,2024-02-11,1,700,5,665.0,Regular,Winter,Sunday,2,2024,FAB-CURT-0143,Fabindia Curtains CSK Yellow King,Home & Lifestyle,Curtains,Fabindia,CSK Yellow,King,Cotton,All Season,Unisex,1660,932,SUP018,Active,images/products/P0143.jpg,43.86,Gokul Raj,Male,62,Villupuram,Tamil Nadu,Silver,2025-09-01,Men,Handloom,Budget,2739,322
S005019,INV101987,C01322,P0418,2025-02-01,3,900,10,2430.0,Regular,Winter,Saturday,2,2025,FAB-BEDS-0418,Fabindia Bedsheets Green Single,Home & Lifestyle,Bedsheets,Fabindia,Green,Single,Cotton,Summer,Unisex,720,476,SUP018,Active,images/products/P0418.jpg,33.89,Kavya Babu,Female,62,Karur,Tamil Nadu,Bronze,2024-12-06,Women,Handloom,Budget,146,591
S005020,INV101988,C00225,P0035,2024-11-24,3,3500,20,8400.0,Diwali,Winter,Sunday,11,2024,FAB-KURT-0035,Fabindia Kurtas Gold S,Women,Kurtas,Fabindia,Gold,S,Cotton,"Diwali, Temple Festival",Women,2290,1708,SUP010,Active,images/products/P0035.jpg,25.41,Anitha Devi,Female,51,Tiruppur,Tamil Nadu,Bronze,2024-07-15,Women,Silk,Premium,770,735
S005021,INV101988,C00225,P0146,2024-11-24,1,1500,10,1350.0,Diwali,Winter,Sunday,11,2024,FAB-PUTT-0146,Fabindia Puttu Vasti Purple XL,Women,Puttu Vasti,Fabindia,Purple,XL,Silk,Wedding,Women,19670,14788,SUP021,Active,images/products/P0146.jpg,24.82,Anitha Devi,Female,51,Tiruppur,Tamil Nadu,Bronze,2024-07-15,Women,Silk,Premium,770,735
S005022,INV101988,C00225,P0428,2024-11-24,3,900,20,2160.0,Diwali,Winter,Sunday,11,2024,FAB-SHRE-0428,Fabindia Shree Cream L,Women,Shree,Fabindia,Cream,L,Handloom,"Navratri, Wedding",Women,1270,796,SUP003,Active,images/products/P0428.jpg,37.32,Anitha Devi,Female,51,Tiruppur,Tamil Nadu,Bronze,2024-07-15,Women,Silk,Premium,770,735
S005023,INV101988,C00225,P0447,2024-11-24,3,500,30,1050.0,Diwali,Winter,Sunday,11,2024,FAB-PILL-0447,Fabindia Pillow Covers Purple King,Home & Lifestyle,Pillow Covers,Fabindia,Purple,King,Cotton,All Season,Unisex,560,434,SUP022,Active,images/products/P0447.jpg,22.5,Anitha Devi,Female,51,Tiruppur,Tamil Nadu,Bronze,2024-07-15,Women,Silk,Premium,770,735
S005024,INV101989,C00190,P0102,2024-01-25,1,700,20,560.0,Pongal,Winter,Thursday,1,2024,RAM-VESH-0102,Ramraj Cotton Veshti Pink 2m,Men,Veshti,Ramraj Cotton,Pink,2m,Cotton,"Pongal, Temple Festival, Summer",Men,1510,1096,SUP002,Active,images/products/P0102.jpg,27.42,Priya Selvi,Female,52,Tiruppur,Tamil Nadu,Bronze,2024-03-08,Women,Handloom,Standard,519,864
